# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=139955443
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=0
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=/Users/peterzhu/Documents/projects/soccr_master/soccr_cogsci_2025/diagnostic_files/diag_file_full_soccr_study1_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,p_gamma.1,p_z_beta.1,g_gamma.1,g_z_beta.1
-27.9768,0.961022,0.586043,3,7,0,28.6072,-0.701693,-0.599843,2.79067,-2.94655,2.20237,-10.1461
-27.6388,1,0.586043,2,3,0,28.0667,-0.647621,-0.550337,0.0188052,5.99541,2.26198,-8.35095
-26.8666,0.924867,0.586043,1,3,0,28.6815,-0.930468,-0.418084,3.30861,-9.49869,-0.876591,-0.0658541
-27.3164,0.986881,0.586043,3,7,0,27.3507,-1.14793,-0.522618,-0.656683,0.656063,-1.63025,-3.05418
-27.8906,0.96104,0.586043,2,7,0,29.3738,-0.672987,-0.190283,-3.42834,-7.60117,0.0990841,10.7558
-27.7535,0.85081,0.586043,2,3,0,30.2369,-0.518436,-0.218918,-0.542121,-14.3861,1.70438,8.52672
-27.8203,0.994968,0.586043,3,7,0,28.338,-0.307502,-0.333552,0.954448,6.18964,4.09586,1.10728
-28.5802,0.941033,0.586043,3,7,0,29.4355,-1.05014,-0.701029,0.0104761,8.47642,0.727885,-11.4076
-28.8594,0.98302,0.586043,1,1,0,28.9193,-1.08068,-0.726727,-0.612061,1.70363,0.774948,-12.1002
-28.9854,0.997201,0.586043,3,7,0,29.5684,-0.668132,-0.107425,-2.8801,-1.34793,-0.0837951,15.693
-31.34,0.893705,0.586043,3,7,0,31.8122,-1.79981,-0.322996,-0.286677,-6.26082,-7.8542,11.0796
-27.847,1,0.586043,2,3,0,31.0947,-1.36312,-0.534262,-5.67444,9.47395,-3.0461,-1.41916
-29.2737,0.902194,0.586043,2,3,0,29.9887,-1.70617,-0.637648,3.01708,-2.88224,-4.19224,-1.84451
-28.4928,0.999676,0.586043,3,7,0,29.4424,-0.382348,-0.175215,1.054,8.57076,2.96593,10.8713
-27.1241,0.948022,0.586043,2,5,0,29.7761,-0.979603,-0.517841,3.8918,11.691,-0.438005,-4.37064
-27.9716,0.952065,0.586043,3,7,0,28.6828,-1.35542,-0.589606,-0.0423237,-7.72872,-2.4115,-3.83428
-27.1737,0.979974,0.586043,3,7,0,28.4235,-0.509897,-0.33842,-0.883121,-10.028,2.24085,1.54648
-27.1572,0.865399,0.586043,2,5,0,29.0193,-0.969883,-0.322373,-5.24346,-0.320504,-1.89396,5.01899
-26.8825,0.990108,0.586043,3,7,0,27.379,-0.794674,-0.450496,1.2802,-5.6915,0.453404,-2.66418
-27.1942,0.919144,0.586043,3,7,0,29.2933,-0.835782,-0.281422,5.14781,5.06654,-0.992247,6.34669
-27.2436,0.97541,0.586043,2,7,0,27.8796,-1.13688,-0.502184,0.933574,-6.96233,-1.74206,-2.24628
-26.9169,0.990438,0.586043,2,7,0,27.7906,-0.641259,-0.368048,-2.90138,-5.05343,1.21366,0.576159
-27.5485,0.915796,0.586043,1,3,0,28.1884,-0.554372,-0.237469,-0.680326,-7.14988,1.41608,7.54046
-28.6614,0.885681,0.586043,2,7,0,29.4821,-0.536333,-0.619424,-3.44884,-1.14448,3.44496,-11.9593
-26.8368,0.995323,0.586043,3,7,0,28.7188,-0.766014,-0.36533,-1.82829,11.7941,0.117621,1.45592
-26.9328,0.992337,0.586043,3,7,0,26.9833,-0.950743,-0.464007,0.607944,-1.46325,-0.671992,-2.11781
-27.9238,0.947021,0.586043,2,3,0,28.0289,-1.14581,-0.63398,0.921888,1.99923,-0.532231,-7.83308
-28.0077,0.996562,0.586043,2,3,0,28.0508,-1.12246,-0.645382,-0.372059,-1.6812,-0.26493,-8.52639
-26.9153,1,0.586043,2,3,0,28.055,-0.949776,-0.455248,-1.4181,-9.18204,-0.735725,-1.70957
-28.0294,0.898501,0.586043,2,3,0,28.1209,-1.17189,-0.279232,0.609361,2.36203,-3.8289,8.51439
-26.9748,1,0.586043,2,3,0,27.9882,-0.908772,-0.342472,3.02817,-5.74405,-1.24564,3.57644
-28.0788,0.925896,0.586043,2,7,0,28.6046,-1.41497,-0.572536,1.04668,-6.15991,-3.00031,-2.48563
-29.2691,0.908081,0.586043,2,3,0,29.5159,-1.09427,-0.760058,-1.90907,0.096749,1.0004,-13.2008
-26.9681,1,0.586043,2,7,0,29.3158,-0.970234,-0.473512,-0.845852,-13.8982,-0.743877,-2.40498
-27.5214,0.979763,0.586043,3,7,0,27.8091,-1.21337,-0.550033,-1.1678,-4.05129,-1.83245,-3.61825
-28.5712,0.973373,0.586043,2,7,0,28.572,-1.55217,-0.585984,-0.0778082,-0.191251,-3.77659,-1.53942
-27.2638,0.98826,0.586043,2,7,0,28.8503,-1.16287,-0.430826,4.36503,4.99463,-2.58474,1.2491
-26.889,0.972155,0.586043,2,7,0,28.6474,-0.809667,-0.343878,4.56734,5.39501,-0.392333,2.85676
-27.1175,0.978977,0.586043,2,3,0,27.1767,-0.954843,-0.324877,-0.0404202,2.2286,-1.75122,4.79002
-29.1158,0.908257,0.586043,3,7,0,29.5868,-1.19722,-0.753294,2.45055,2.32972,0.320667,-11.9725
-27.1194,0.980339,0.586043,2,3,0,29.4555,-1.01538,-0.511419,-0.463039,-13.9657,-0.75967,-3.76716
-27.174,0.952614,0.586043,3,7,0,27.8869,-0.545446,-0.309051,-1.29491,7.09629,1.78641,3.35189
-26.8252,0.937724,0.586043,1,3,0,28.288,-0.860721,-0.394143,-3.83179,-6.27738,-0.486176,0.608612
-26.971,0.954849,0.586043,3,7,0,27.4774,-0.872507,-0.48472,-1.25607,5.79465,0.0987396,-3.72298
-27.039,0.938067,0.586043,1,3,0,27.7337,-1.0153,-0.375626,1.24765,-7.03626,-1.88498,2.6729
-27.6034,0.978555,0.586043,3,7,0,27.8766,-1.07618,-0.595066,-2.00775,0.175153,-0.432191,-6.88209
-27.9462,0.959356,0.586043,3,7,0,29.6981,-0.728551,-0.602449,3.97532,7.57101,2.03518,-10.0711
-27.6659,1,0.586043,1,1,0,27.939,-0.745397,-0.576154,0.719762,-4.47165,1.73162,-8.82861
-27.6705,0.999359,0.586043,3,7,0,27.9287,-1.20134,-0.345969,1.63691,2.54077,-3.58308,5.53817
-28.7064,0.933398,0.586043,2,5,0,28.831,-0.273773,-0.519494,1.21433,1.44328,4.91076,-8.6736
-28.3078,0.991694,0.586043,3,7,0,29.6482,-0.96149,-0.185614,-4.44679,-0.417092,-2.58041,12.1472
-28.8769,0.985333,0.586043,3,7,0,28.9227,-1.01809,-0.154632,-0.223102,1.88747,-3.19609,14.02
-27.8631,1,0.586043,3,7,0,29.2173,-0.319208,-0.414403,1.18061,-10.2878,4.22625,-3.30913
-27.266,0.993097,0.586043,2,3,0,28.2854,-0.663482,-0.263104,-3.87675,0.431296,0.482044,6.49336
-27.5205,0.970764,0.586043,1,1,0,27.5223,-0.670318,-0.228795,-0.165383,-0.0302339,0.270325,8.49548
-27.8691,0.986557,0.586043,3,7,0,28.2844,-0.294097,-0.341985,0.292994,-5.86515,4.24343,0.590635
-27.6589,1,0.586043,1,1,0,27.8741,-0.349116,-0.332799,1.77907,-0.286323,3.70457,1.26974
-30.9747,0.762411,0.586043,3,7,0,32.34,-0.718642,-0.814085,3.86278,-5.4643,3.4948,-17.9098
-32.256,0.962423,0.586043,2,3,0,32.4232,-0.558995,-0.848229,-0.704754,-3.35078,4.46282,-19.7872
-31.1794,1,0.586043,1,1,0,32.3474,-0.697651,-0.821262,2.81581,-7.28306,3.64462,-18.2586
-27.8321,1,0.586043,3,7,0,31.431,-0.593229,-0.557074,-1.3278,17.0973,2.69938,-8.98258
-27.927,0.988846,0.586043,3,7,0,28.7576,-1.3864,-0.539769,2.5383,-5.75767,-3.15079,-1.41143
-28.4655,0.982149,0.586043,3,7,0,28.63,-0.559769,-0.147405,-1.06333,-2.71741,1.08962,13.0068
-27.2289,1,0.586043,2,3,0,28.4209,-0.587671,-0.280909,0.928896,9.75881,1.27051,5.13971
-26.9834,1,0.586043,3,7,0,27.3861,-0.874016,-0.329753,1.48341,4.61738,-1.03452,4.00697
-27.0239,0.997755,0.586043,3,7,0,27.1611,-0.708946,-0.304564,1.15546,-1.9833,0.267939,4.39131
-27.0103,0.994958,0.586043,2,7,0,27.1646,-0.593536,-0.405685,-0.186581,-3.57257,1.83157,-1.67029
-27.155,0.932017,0.586043,3,7,0,28.0928,-1.06235,-0.369846,-2.03059,7.43907,-2.30671,3.31669
-28.9024,0.926994,0.586043,3,7,0,28.9414,-0.113227,-0.410247,0.0606684,1.80473,6.00903,-3.52593
-27.4146,0.908673,0.586043,2,3,0,30.5682,-0.52812,-0.263607,5.74745,-8.78094,1.76586,5.90272
-27.0347,0.99609,0.586043,3,7,0,27.7033,-0.571822,-0.393865,-2.55245,-4.37381,1.9551,-1.16605
-27.0729,0.99471,0.586043,1,1,0,27.0882,-0.560005,-0.403642,-0.4685,-0.190691,2.10723,-1.74086
-27.163,0.977878,0.586043,2,7,0,27.8075,-0.702838,-0.496885,2.23941,5.06217,1.49785,-5.53224
-27.4419,0.990047,0.586043,3,7,0,27.4477,-0.632528,-0.520503,0.245245,0.384313,2.18776,-7.08888
-27.3275,0.997914,0.586043,2,7,0,27.648,-0.774342,-0.538809,2.15442,-0.729173,1.25164,-6.96637
-28.0505,0.939163,0.586043,2,3,0,28.286,-0.696608,-0.605907,-0.905305,3.8886,2.27824,-10.4352
-27.3086,1,0.586043,3,7,0,27.9799,-0.48435,-0.423365,1.52373,-6.57174,2.84818,-3.13758
-28.0382,0.969875,0.586043,2,7,0,28.377,-0.430377,-0.20775,1.37979,-4.19916,2.55058,8.95203
-28.8183,0.879096,0.586043,2,5,0,30.244,-1.33212,-0.722368,-3.69866,-6.47967,-0.829868,-9.41657
-31.5941,0.766549,0.586043,2,3,0,32.676,-1.96314,-0.428664,-3.97491,-1.02479,-7.95064,8.66349
-32.672,0.91651,0.586043,1,1,0,32.8359,-2.09724,-0.432559,-0.844199,3.11761,-8.65003,9.68664
-31.4524,1,0.586043,3,7,0,33.1252,0.234676,-0.383169,-1.74577,11.0997,9.11293,-1.85458
-29.052,0.997399,0.586043,2,3,0,32.5721,-0.12949,-0.236593,6.2524,-8.56985,5.67141,6.60753
-28.3657,0.960128,0.586043,2,7,0,30.5638,-1.23301,-0.269645,-2.87617,-11.7313,-4.36898,9.36735
-29.2249,0.97701,0.586043,3,7,0,29.5493,-0.210634,-0.540238,1.18957,4.38323,5.43778,-9.78565
-28.1249,0.99719,0.586043,2,7,0,29.7839,-0.250939,-0.399265,-1.90872,10.893,4.78004,-2.69111
-26.8921,0.980396,0.586043,2,3,0,28.6267,-0.821498,-0.457617,-4.86068,3.37457,0.291453,-2.81627
-27.8917,0.955264,0.586043,2,5,0,28.2516,-1.36256,-0.558229,-2.15475,-1.95847,-2.7925,-2.44195
-27.6419,0.995387,0.586043,3,7,0,28.1143,-1.30611,-0.475509,-2.35781,-2.8417,-3.23005,0.555081
-27.0863,0.986424,0.586043,1,3,0,27.9354,-1.05455,-0.487616,-3.54101,0.183946,-1.26282,-2.33393
-28.5068,0.925084,0.586043,2,3,0,28.6657,-1.53805,-0.578408,-1.36982,1.63664,-3.76643,-1.38766
-28.1238,0.945391,0.586043,2,5,0,31.8936,-0.731828,-0.170986,-6.31449,-9.48589,-0.531466,12.0886
-26.9885,0.963017,0.586043,2,3,0,28.8117,-0.630621,-0.330217,0.951266,-12.1664,1.10748,2.57093
-26.8876,0.988779,0.586043,2,5,0,27.2702,-0.93753,-0.442411,1.74713,3.84475,-0.742631,-1.19275
-27.1102,0.968944,0.586043,3,7,0,27.3716,-0.532759,-0.387611,-0.731709,4.34924,2.26264,-1.03023
-27.1013,0.991852,0.586043,2,5,0,27.4219,-1.07334,-0.482732,-2.17217,0.323644,-1.44741,-1.94264
-27.3472,0.98194,0.586043,3,7,0,27.5443,-0.747535,-0.25081,-1.64211,-1.1093,-0.353967,7.57909
-28.0326,0.878615,0.586043,2,7,0,30.15,-1.23269,-0.308951,-4.91432,-6.36892,-4.10004,7.51342
-27.7074,0.990154,0.586043,3,7,0,29.0077,-0.724332,-0.20861,4.24988,-2.55751,-0.321975,9.87992
-26.8574,0.99923,0.586043,2,7,0,27.8631,-0.916683,-0.404545,-0.639119,-9.06435,-0.868179,0.496727
-26.841,0.999883,0.586043,3,7,0,26.8791,-0.861498,-0.4341,0.750054,-0.0848584,-0.201777,-1.37364
-26.8424,0.955607,0.586043,3,7,0,27.4042,-0.837433,-0.369613,2.33951,-4.00944,-0.461446,1.69776
-26.8456,0.927678,0.586043,3,7,0,27.7959,-0.718542,-0.371751,1.95231,-7.6265,0.564872,0.826435
-27.6808,0.894155,0.586043,2,3,0,28.0956,-1.19277,-0.338757,-1.05252,5.34346,-3.57206,5.81315
-26.8295,1,0.586043,2,3,0,27.65,-0.762876,-0.414815,-3.17844,3.38953,0.465254,-1.11088
-26.8581,0.998324,0.586043,3,7,0,26.884,-0.807557,-0.442385,0.316589,1.26688,0.292094,-2.17464
-27.6159,0.800899,0.586043,3,7,0,29.7769,-1.01944,-0.269423,3.48016,-10.615,-2.6471,8.04783
-27.1847,0.999467,0.586043,3,7,0,27.6087,-0.995195,-0.32693,1.41529,-4.92285,-2.07368,4.95916
-28.0369,0.923069,0.586043,2,3,0,28.2768,-1.0942,-0.247351,1.4553,-2.84725,-3.39808,9.60845
-27.5678,0.992489,0.586043,3,7,0,28.9092,-1.21548,-0.377341,0.520634,10.5428,-3.44091,4.18248
-26.8131,0.995733,0.586043,3,7,0,28.1444,-0.783491,-0.390192,-0.615387,-10.4732,0.129648,0.279982
-26.9967,0.98218,0.586043,3,7,0,27.135,-0.965345,-0.36008,1.28099,1.51126,-1.59349,3.07604
-27.3234,0.962684,0.586043,2,7,0,27.7664,-0.580257,-0.265622,1.73987,-4.47279,1.27626,5.99007
-28.6893,0.876716,0.586043,2,3,0,28.9711,-0.947586,-0.153467,1.22541,3.89031,-2.58288,13.8276
-27.2814,0.983351,0.586043,3,7,0,29.3037,-1.17573,-0.44738,-2.9195,11.0195,-2.53441,0.600569
-27.8386,0.945838,0.586043,2,7,0,28.3106,-1.2295,-0.335292,0.459433,6.20109,-3.88124,6.25528
-28.4968,0.97256,0.586043,2,3,0,28.5223,-1.29844,-0.287916,0.521832,0.773335,-4.74654,8.94952
-27.1443,1,0.586043,2,3,0,28.4679,-1.08286,-0.389793,-3.39003,6.77145,-2.31222,2.51204
-26.8147,0.986721,0.586043,2,7,0,27.5139,-0.83447,-0.395843,3.2065,-0.532694,-0.257137,0.338174
-27.6107,0.892422,0.586043,2,7,0,28.4074,-0.947021,-0.249272,0.790295,-7.96122,-2.14487,8.68342
-27.6464,0.969115,0.586043,2,3,0,28.2683,-1.08362,-0.289124,-1.0745,6.75841,-3.05489,7.45333
-27.7362,0.985493,0.586043,3,7,0,28.8442,-1.31199,-0.549958,0.390848,-9.60268,-2.52712,-2.61651
-29.2486,0.96796,0.586043,2,7,0,29.3264,-1.67812,-0.669782,0.20058,2.51178,-3.63618,-3.43007
-29.4694,0.993752,0.586043,1,1,0,29.4869,-1.72617,-0.68226,0.506031,0.0860796,-3.79416,-3.34616
-26.9167,0.93845,0.586043,3,7,0,30.617,-0.805374,-0.33436,1.78074,17.1123,-0.414433,3.3326
-26.9019,0.953834,0.586043,1,3,0,27.5179,-0.738151,-0.443926,-0.594586,7.05256,0.862778,-2.73254
-29.4995,0.791802,0.586043,2,3,0,29.607,-0.6131,-0.701741,-1.08582,-1.52668,3.41456,-14.7213
-27.211,1,0.586043,2,3,0,29.2814,-0.92715,-0.536845,2.78741,-11.3912,0.111052,-5.67466
-27.2461,0.916539,0.586043,3,7,0,28.5805,-0.84278,-0.274604,-3.92482,4.9506,-1.09199,6.7544
-27.5899,0.987906,0.586043,2,3,0,27.6712,-0.779262,-0.224057,1.02609,0.918103,-0.769227,9.23094
-28.0938,0.880192,0.586043,3,7,0,29.8308,-0.502335,-0.555624,-4.72079,4.38316,3.35181,-9.41419
-27.6339,0.982405,0.586043,2,3,0,28.5383,-0.489491,-0.493093,-2.05296,7.21169,3.13823,-6.58937
-28.5277,0.921511,0.586043,2,3,0,29.3928,-0.705913,-0.138969,-1.72435,7.46769,-0.379304,13.8929
-28.6263,0.99759,0.586043,3,7,0,28.8313,-0.77428,-0.13544,-0.555307,-3.93405,-1.046,14.2892
-29.5744,0.96386,0.586043,2,3,0,29.5936,-0.773634,-0.0761952,-0.351398,0.954896,-1.17143,17.7506
-26.928,0.915691,0.586043,2,7,0,31.8138,-0.869576,-0.343837,-0.944216,-20.1343,-0.905043,3.24457
-27.3978,0.967873,0.586043,3,7,0,27.4778,-1.04148,-0.30809,-0.373515,2.43397,-2.58397,6.2246
-27.1743,1,0.586043,3,7,0,27.382,-0.970508,-0.319251,1.45723,-2.31865,-1.92008,5.18281
-28.3789,0.947656,0.586043,2,7,0,28.3906,-0.817244,-0.65793,-0.375421,-0.423247,1.84845,-11.6859
-28.9578,0.97684,0.586043,2,3,0,29.0575,-0.693317,-0.681006,-0.742394,-2.28883,2.7977,-13.4558
-28.0043,0.993139,0.586043,2,7,0,29.6122,-1.34307,-0.604116,-3.7416,7.44858,-2.1728,-4.56906
-27.683,0.983996,0.586043,2,7,0,28.9294,-0.38196,-0.282801,-2.7961,-7.76248,3.24119,4.27602
-27.7039,0.969645,0.586043,2,7,0,28.4439,-0.916286,-0.232,2.95848,3.52123,-1.96696,9.44407
-28.0389,0.958913,0.586043,1,1,0,28.0679,-0.936052,-0.203447,-0.418382,1.19909,-2.27815,11.0766
-30.2307,0.711934,0.586043,2,5,0,35.2498,-1.87475,-0.732944,3.2622,19.0037,-4.11016,-3.48559
-26.9754,1,0.586043,3,7,0,30.7382,-0.924417,-0.484475,4.2991,14.5267,-0.302058,-3.29663
-27.1683,0.977558,0.586043,3,7,0,27.698,-0.742473,-0.507517,-2.34906,-3.62282,1.26627,-5.75973
-26.8432,0.982265,0.586043,2,3,0,27.446,-0.721444,-0.403152,1.33755,-6.36153,0.734551,-0.786729
-27.3443,0.946443,0.586043,2,7,0,27.8033,-0.447919,-0.394334,2.55902,1.1513,3.03375,-1.772
-28.3034,0.820714,0.586043,2,3,0,30.2374,-0.466944,-0.173,0.853029,-12.5833,2.09269,11.197
-27.0912,0.952782,0.586043,2,3,0,29.1771,-0.574883,-0.319814,-2.53955,-11.7713,1.56322,2.87741
-27.4555,0.968884,0.586043,3,7,0,27.7169,-1.21376,-0.52892,0.583717,-4.47517,-2.04383,-2.69548
-27.3827,0.999415,0.586043,3,7,0,27.5504,-1.18022,-0.526115,-1.38859,-1.76872,-1.83021,-2.89904
-27.9507,0.972049,0.586043,1,3,0,28.2479,-1.31505,-0.605057,-1.12161,-4.22081,-1.9726,-4.90577
