# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=281804131
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=0
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=/Users/peterzhu/Documents/projects/soccr_master/soccr_cogsci_2025/diagnostic_files/diag_file_null_soccr_study1_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,p_gamma.1,g_gamma.1
-32.2602,0.83781,0.86609,2,7,0,32.2708,-0.0105847,0.467557,6.88188
-30.6966,0.999962,0.86609,3,7,0,31.9677,-0.310356,5.13424,3.56357
-30.832,0.973584,0.86609,1,1,0,30.9113,-0.274328,1.28237,3.95728
-31.4605,0.882239,0.86609,1,1,0,31.4877,-0.140455,-0.75095,5.43506
-30.1043,0.948238,0.86609,1,3,0,31.9987,-0.672691,-6.26768,-0.240275
-32.3069,0.799037,0.86609,2,3,0,32.3952,-0.00384286,1.35303,6.95711
-31.2423,0.995801,0.86609,3,7,0,32.4202,-1.13852,4.94224,-4.50811
-30.8378,1,0.86609,1,1,0,31.2087,-1.03971,-2.7736,-3.67332
-30.5005,1,0.86609,2,3,0,30.7888,-0.93471,2.44484,-2.74287
-30.1556,0.946641,0.86609,1,3,0,31.0067,-0.545612,-4.20103,1.05556
-30.6912,0.831523,0.86609,1,3,0,31.4554,-0.99774,3.98078,-3.30666
-30.1812,0.923549,0.86609,1,3,0,31.4449,-0.523724,5.11897,1.2834
-31.1313,0.898524,0.86609,3,7,0,31.1313,-1.11331,-0.0164819,-4.29892
-31.5106,0.981759,0.86609,2,3,0,31.5768,-1.19514,1.17183,-4.9682
-31.8403,0.954058,0.86609,1,1,0,31.9654,-1.25831,1.61057,-5.4657
-33.6121,0.861632,0.86609,3,7,0,34.1689,0.161781,-3.398,8.8016
-31.1879,0.996444,0.86609,3,7,0,33.2398,-0.193474,-6.52305,4.84745
-30.6577,1,0.86609,1,1,0,31.0984,-0.321459,3.02302,3.44266
-30.382,1,0.86609,1,1,0,30.6104,-0.415431,2.1766,2.42839
-30.492,0.845787,0.86609,1,3,0,31.6994,-0.931597,5.00378,-2.71462
-30.1866,0.943029,0.86609,1,3,0,31.1025,-0.519575,-4.35803,1.32674
-30.2326,0.991315,0.86609,1,1,0,30.2384,-0.48867,-0.34494,1.65092
-30.1838,1,0.86609,1,1,0,30.2283,-0.521727,0.960551,1.30426
-30.2374,0.989885,0.86609,1,1,0,30.2417,-0.485797,0.297887,1.68118
-30.1128,0.983882,0.86609,1,3,0,30.3709,-0.696235,2.31363,-0.474911
-30.2348,0.987335,0.86609,2,7,0,30.2356,-0.487386,0.129795,1.66444
-30.1963,0.954802,0.86609,1,3,0,30.6294,-0.786983,-2.99687,-1.36198
-32.1286,0.62003,0.86609,1,3,0,33.9678,-0.0300223,6.17581,6.66498
-31.7897,1,0.86609,1,1,0,32.3042,-0.0832317,-3.26631,6.07166
-30.3404,1,0.86609,2,7,0,31.563,-0.869147,5.03534,-2.14006
-30.9261,0.820428,0.86609,1,3,0,32.4242,-0.251289,5.5736,4.21007
-30.4448,0.994642,0.86609,2,7,0,30.9785,-0.913674,3.32666,-2.55125
-30.542,0.872446,0.86609,1,3,0,31.917,-0.357072,-5.33991,3.05628
-30.4005,0.966419,0.86609,2,3,0,30.9518,-0.407914,3.38102,2.50888
-30.6704,0.982905,0.86609,2,3,0,30.6793,-0.31778,-0.429114,3.4827
-30.873,0.960757,0.86609,1,1,0,30.9335,-0.26412,-1.11974,4.0692
-30.2052,0.904976,0.86609,2,3,0,31.9868,-0.793351,-6.07819,-1.42315
-30.1309,0.979784,0.86609,1,3,0,30.3874,-0.572613,-2.30642,0.776284
-30.2688,0.984708,0.86609,2,7,0,30.2771,-0.832813,-0.415615,-1.79902
-30.3012,0.99449,0.86609,1,1,0,30.3211,-0.850052,0.643014,-1.96144
-30.1398,0.972327,0.86609,1,3,0,30.5931,-0.561877,3.06578,0.887087
-30.2655,0.985977,0.86609,2,7,0,30.2785,-0.831009,0.517834,-1.78196
-30.9916,0.916564,0.86609,2,3,0,31.2041,-1.07972,-2.09941,-4.01614
-30.2611,0.997249,0.86609,2,7,0,30.9129,-0.47231,3.67653,1.82349
-30.1957,0.955819,0.86609,1,3,0,30.6814,-0.78651,-3.17365,-1.35743
-30.4232,0.838954,0.86609,2,3,0,31.686,-0.905064,5.11733,-2.47233
-30.3627,0.982095,0.86609,2,3,0,30.6968,-0.879362,-2.63211,-2.23505
-30.301,1,0.86609,2,3,0,30.3706,-0.84997,-1.20092,-1.96067
-30.3163,0.92241,0.86609,1,3,0,31.0642,-0.444297,3.93829,2.12048
-30.5971,0.830385,0.86609,2,7,0,31.78,-0.968092,4.95273,-3.04341
-30.1458,0.943824,0.86609,1,3,0,31.1344,-0.555373,4.52763,0.954368
-30.1306,0.985593,0.86609,1,3,0,30.2703,-0.725068,1.70251,-0.75978
-30.1783,0.995856,0.86609,3,7,0,30.1786,-0.773063,-0.0805855,-1.22775
-30.5118,0.958284,0.86609,2,3,0,30.6229,-0.938784,-1.51782,-2.77978
-30.6379,0.979721,0.86609,1,1,0,30.6736,-0.98125,-0.860323,-3.16067
-30.5942,1,0.86609,1,1,0,30.7003,-0.967145,-1.48314,-3.03494
-30.4622,0.868279,0.86609,1,3,0,32.0732,-0.384491,5.77992,2.76043
-30.1018,0.989005,0.86609,1,3,0,30.5651,-0.640332,-3.09968,0.0850885
-30.2543,0.969309,0.86609,1,3,0,30.3231,-0.476047,-1.1942,1.78402
-30.8939,0.757356,0.86609,1,3,0,32.2388,-1.05473,5.28097,-3.80275
-30.213,0.997251,0.86609,2,3,0,30.9349,-0.79873,-3.86906,-1.47471
-31.6455,0.7989,0.86609,1,3,0,32.0293,-1.22173,-2.82096,-5.17965
-31.8919,0.970221,0.86609,3,7,0,32.0565,-1.26769,-1.84803,-5.53808
-32.2093,0.957333,0.86609,1,1,0,32.3868,-1.32291,-1.91849,-5.95697
-32.8844,0.915022,0.86609,1,1,0,33.0141,-1.42929,-1.6398,-6.72748
-31.74,1,0.86609,2,3,0,32.7488,-1.23971,-4.57377,-5.32098
